"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug","pred"
57.6510626992676,1,22.0096124273259,58.9891373382416,92.142075389158,1248.50554416492,54.2490623241756,0,50.7509376758244,0.917153833235232,614.729601800442,0.976798999812454,4.70998749765567,0,0.195940263772553,0,0,9.90059632370769,5.12996249296702,1.16288487835217,"1","1"
4.09516835957766,1.77379208989441,0,2.70827231463045,24.0530745619908,0,0,0,3.32137626968324,1.46801793819759,204.067349035293,0.386896044947207,1.54758417978883,0.290172033710405,0.715201522512406,0.773792089894414,0.773792089894414,22.3448022473603,0.773792089894414,0.386896044947207,"1","1"
23.2839533407241,2.9935591313988,0.335480289533734,12.9935591313988,124.000555122271,210.020432850346,3.0064408686012,0,2.67096057906747,0.889767312698482,3016.60277271084,0.904148488608796,1.33548028953373,0.450396692797029,0.311753082935672,2.65807884186506,5.31615768373013,98.8619685991411,21.935591313988,2.84536355104223,"1","1"
3.00062484457158,1.66687494819053,0,8.0024993782863,15.3374989638105,1.33374989638105,0.666874948190525,0,3.00062484457158,1.05526048984113,1136.68553739018,0.666874948190525,2.00062484457158,0.333437474095263,0.666562525904737,0.666874948190525,0.666874948190525,283.087478240021,0.666874948190525,0.333437474095263,"1","1"
5.29464238323271,1,0,9.12611506436951,29.3783451931085,16.1049089371227,1.07366059580818,0,2.07366059580818,1.44080177283763,345.635009040358,0.536830297904089,0.536830297904089,0,0.606324448382611,0,0,37.7150259329205,8.58928476646543,2.74379333561759,"1","1"
14,1,0,18,14,91,18,0,14,2,14,0,0,0,0.571428571,0,0,0,1,1,"0","0"
5,1,0,18,5,10,18,0,5,2,5,0,0,0,0.7,0,0,0,1,1,"0","0"
33.4699117690325,1.38604350481182,0,19.9814344374463,52.0838682642207,0.772087009623647,13.8930863989517,0,32.2419987786561,0.650547524968278,1477.74774874188,1,2.38604350481182,0.193021752405912,0.293916700709773,0.386043504811823,0.386043504811823,178.373757235959,7.13956495188177,1.45636003255462,"1","1"
3,1,0,1,7,0,1,0,3,0,33,1,0,0,0.666666667,0,0,9.666666667,1,0.6667,"0","0"
12.7701317789033,1,0,22.4192986264825,31.7055706800893,122.745659979992,16.8144739698619,0,11.6491668475792,0.985793633296991,275.77759201359,0.560482465662062,0.560482465662062,0,0.580796172543477,0,0,12.7829666708265,0.560482465662062,0.534980513474438,"1","1"
14,1,0,3,29,13,0,0,11,0.759615385,453,1,2,0,0.365384615,0,0,30.78571429,6,2.3571,"0","0"
27.1505410671234,1,0.508960485458374,9.52688145637512,75.9964256286621,291.365641832352,3.0358419418335,0,19.713264465332,0.807529227084335,765.992949485779,0.480457373835614,2,0,0.294035412737604,0,0,20.3344216034846,5.92831611633301,1.32201193048954,"1","1"
7.64901382266544,1.37635927298106,0,2.007249455899,29.5996800186113,102.495175341843,0.250906181987375,0,4.88904582080431,1.85561059341303,498.643414148362,0.121271321335716,0.250906181987375,0.0773470184592802,0.890778036693543,0.250906181987375,1.25453090993688,11.5168709553775,3.76359272981063,0.455344539070688,"1","1"
7,1,2,12,9,0,12,0,7,0.25,65,1,0,0,0.523809524,0,0,8,1,0.5714,"0","0"
5,1,2,0,6,10,0,0,5,2,8,0,0,0,0.6,1,1,0.6,1,0.8,"0","0"
11,1,0,2,19,37,0,0,9,0.7,205,0.75,0,0,0.375,0,0,16.90909091,4,1.0909,"0","0"
45.0176735054702,1,0,28.0353470109403,171.960659103468,511.013081660494,8.2730903532356,0,7.23374945670366,0.884487614825235,2394.87398953922,1,7.29076385870576,0,0.134430974465844,0,0,51.8585831543033,15.3614578805864,2.38840958022773,"1","1"
8,2,0,12,35,20,1,0,3,0.928571429,245,1,2,0.769230769,0.380952381,0,0,29.125,1,0.75,"1","1"
23.0281478939578,2.15937620494515,0.579688102472574,5.79688102472574,113.300115674734,333.32065892173,1.15937620494515,0,2.15937620494515,1.35261805649165,1899.94259026553,0.579688102472574,1.73906430741772,0.228074007558702,0.531583297772316,1.15937620494515,2.89844051236287,49.0629084494288,9.27500963956118,1.51611626320677,"1","1"
48.3924072887748,1.32594908890314,0.325949088903144,34.1329163997434,179.620276532136,830.158371948171,4.97784726670943,0,36.3702545554843,0.895674709545247,2159.83581358101,1,6.71835637767799,0.202209156884006,0.115475232787544,0.325949088903144,1.95569453341886,42.2759630360105,30.5696291550994,3.49371352396074,"1","1"
4,1,0,3,30,0,0,0,2,0.611111111,368,1,0,0,0.333333333,0,0,89.5,15,4,"0","0"
10.380854225019,1,0,14.3839764783625,62.0374670401216,33.7710752100684,1.8761708450038,0,2.8761708450038,1.12884230948367,851.016732928343,0.625390281667933,6.25390281667933,0,0.5890292435647,0,0,52.4058322517667,10.0062445066869,1.95434463021229,"1","1"
58.4574177672621,1.72730908566155,0,20.3646543985233,168.553780616494,1941.91525871633,5.81847268529236,0,54.0935632532928,1.22263087436822,1825.27191426931,0.727309085661545,2.90923634264618,0.341389978909776,0.351603292645319,0.727309085661545,1.45461817132309,22.5373403135833,3.63654542830773,0.963684538501548,"1","1"
55.7980280695483,1,0,41.5993426898494,191.006573101506,200.128326420207,1.60098596522585,0,9.21183158271015,0.732536646020577,3809.50044428557,1,6.60098596522585,0,0.198005556221789,0,0,66.5680764035972,25.8062444464304,2.24575740071507,"1","0"
5,3,0,12,26,10,0,0,5,1.25,142,1,0,0.923076923,0.4,1,3,27.2,1,0.8,"1","0"
5,1,0,7,17,0,0,0,2,0.416666667,79,1,2,0,0.625,0,0,14.2,3,1.4,"0","0"
3.84530363511294,1,0,6.23020242340863,9.63842777395621,3.1528542409651,3.79496626276523,0,2.64026989787817,1.65436901641185,130.873535520397,0.102516868617386,0.512584343086928,0,0.935252504068894,0,0,18.1123080244986,1.12768555479124,0.256292171543464,"1","1"
48.6445339266211,1.20277617988177,0,17.5805667408276,118.464082234306,861.407278087456,6.58056674082763,0,42.2667433656752,0.776063317990841,1806.03076807573,1,3.79722382011823,0.101388089940883,0.210612257611665,0.202776179881766,0.202776179881766,109.000111380108,15.3500287621282,1.84196685640502,"1","1"
3,1,1,0,4,3,0,0,3,2,6,0,0,0,0.666666667,0,0,1,1,0.6667,"0","0"
14,3,0,4,29,11,1,0,14,0.692307692,149,1,0,0.428571429,0.255102041,1,1,9.428571429,6,1.6429,"0","0"
1,1,0,0,2,0,0,0,1,2,41,0,0,0,1,0,0,3,0,0,"0","0"
91.4840033866931,1.35354662151076,0.353546621510759,14.2425594581291,179.241443928564,2282.01911247103,3.12127972906455,0,78.8981898727361,0.908482482700134,1196.0617553941,0.948283729720861,3.29290675697848,0.219329848398879,0.142374651288326,0.353546621510759,2.12127972906455,15.4873010077036,5.12127972906455,1.43851363474065,"1","1"
1,6,0,1,7,0,1,0,1,2,17,0,0,1,1,0,0,16,0,0,"0","0"
26.0413953047246,2,0,12.5712597027887,91.6126550075132,157.963333017193,3.75517441309057,0,20.286220891634,0.753318505131392,1347.16143269325,0.468299675053423,10.1839147103019,0.344442764773713,0.2121092722013,0.0816085289698094,0.0816085289698094,57.6409366649607,16.0206976523623,3.53359423430215,"1","1"
10,1,0,3,15,3,3,0,10,0.666666667,108,1,0,0,0.466666667,0,0,9.4,2,1,"0","0"
14.5430803028867,1.47284598485567,0,15.162924090866,46.2490846966393,83.1817183322273,7.325848181732,0,11.907310227165,0.744799961547887,1114.85904318979,1,3.52715401514433,0.236422992427833,0.361208242471028,0.472845984855667,0.472845984855667,212.160358694655,7.325848181732,1.24681909325498,"1","1"
16,2,1,6,42,34,5,0,13,0.644444444,287,1,0,0.48,0.186666667,0,0,16.75,7,1.8125,"0","0"
2,2,0,4,7,1,1,0,2,2,39,0,0,0.916666667,0.666666667,0,0,18.5,1,0.5,"0","0"
11.0597237173934,1,0,2.92056495021097,21.1459257847164,140.187117610127,0.324507216690108,0,11.0597237173934,1.66424940296975,293.917336253915,0.31248843089879,0.973521650070325,0,0.739718170054645,0,0,10.4231025817862,0.973521650070325,0.334664292572509,"1","1"
8.94305642996915,1,0.0569435700308532,16.6583385798149,51.1778057590127,28.8611285993829,2.17083071009256,0,3.05694357003085,0.945598504032546,594.61711786408,0.983730408546344,1.05694357003085,0,0.275886102153276,0,0,64.4754540993311,15.2027900195681,4.86276339673845,"1","1"
118.167669970077,1.00125126843341,0,10.0663172269706,210.376631798455,3299.52171785268,1.02002029493451,0,104.158911091043,0.92861247627661,1168.50362027343,0.920100101474673,4.01001014746726,0.000270650538338246,0.130440806720556,0.0025025368668139,0.023774100234732,8.64566104733984,3.0175177580677,1.04362799484055,"1","1"
36.6716016884893,1,0,10.2665724083781,95.2872550785542,1279.46045213379,2.24447586387396,0,30.8439103141427,1.42056849241462,1068.67673174106,0.433656259775051,2.19440517015755,0,0.642037656618049,0,0,21.2912812226167,3.94992930628359,0.590602207496203,"1","1"
10,4,0,2,20,0,1,0,9,0.388888889,92,1,1,0.848484848,0.296296296,2,2,8,2,0.8,"0","0"
34,1,0,19,34,561,19,0,34,2,34,0,0,0,0.210084034,0,0,0,1,1,"0","0"
15.2809680397622,1.64913491089828,0,11.6844283961691,54.5799277827609,88.9314827930648,1.94740473269485,0,9.43875384167768,1.2439053596421,556.588896758389,0.649134910898283,1.29826982179657,0.316651176016278,0.480692071281374,0.649134910898283,0.649134910898283,24.0263264631164,5.19307928718626,1.49580157518291,"1","1"
3,2,0,5,12,1,1,0,3,0,259,1,0,0.666666667,0.555555556,1,1,85,1,0.3333,"0","0"
4.53626787546091,2.53626787546091,0,15.2461248717736,49.1866062269546,5.36267875460908,0.463732124539092,0,3.14507150184363,0.902200906595681,372.938598020468,1,0.463732124539092,0.900782109355908,0.523661900031669,1,2.07253575092182,88.0880279519828,2.85492849815637,1.12461248717736,"1","1"
4,1,0,3,10,4,0,0,3,1,43,0.5,0,0,0.533333333,0,0,9.25,1,0.5,"0","0"
9,2,0,2,20,0,1,0,9,0.708333333,112,0.666666667,0,0.555555556,0.333333333,1,2,11.11111111,1,0.8889,"0","0"
31.4814517237246,1.31296370690688,0,23.8092540516518,137.83326637838,294.051533443853,6.49629034474492,0,1.68703629309312,0.761499860367727,1822.38946041325,1,5.12221775855869,0.273843243543524,0.305960508920703,0.312963706906885,0.312963706906885,85.5492372437257,9.12221775855869,1.90596974558872,"1","1"
2,4,0,4,5,1,1,0,2,2,36,0,0,0.975609756,0.666666667,1,1,17,1,0.5,"0","0"
3,1,0,13,35,3,1,0,1,2,194,0,0,0,0.416666667,0,0,63.66666667,1,0.6667,"1","0"
4,5,0,2,11,0,0,0,4,0,56,1,0,0.957746479,0.625,2,2,12.75,1,0.75,"0","0"
2,3,0,2,4,1,2,0,2,2,11,0,0,1,1,0,0,4.5,0,0,"0","0"
5.60354654653929,1.79881781782024,0.201182182179764,3.81063963961788,17.0059109108988,2.01182182179764,1.80472872871906,0,4.79881781782024,0.647068453747801,93.6212792792358,0.942519376462587,0.402364364359528,0.159763563564047,0.405748062434214,0,0,15.5991186436557,2,1.10946801801911,"1","1"
40.3699598631356,1,0.518577162409201,16.6656110766344,115.179438083898,206.048974488862,7.9628456751816,0,19.6316235219128,0.897326167033266,1759.45049160533,0.749652404193241,3.36995986313559,0,0.167226920095358,0,0,41.0948723984951,11,2.5623384983462,"1","1"
85.0420605540276,2.54490341152996,0,13.0898068230599,216.17961364612,2005.32888058387,1.51496780384332,0,66.922318123281,0.887612009710534,2577.19139617682,0.944031831017678,2.97006439231336,0.317498946532999,0.129940788566236,1.02993560768664,5.14967803843319,40.6858152887712,16.9041307037696,2.37472470210344,"1","1"
6,1,0,15,6,15,14,0,6,2,6,0,0,0,0.75,0,0,0,1,1,"0","0"
16,1,0,15,16,120,15,0,16,2,16,0,0,0,0.3125,0,0,0,1,1,"0","0"
28,2,0,12,93,172,4,0,22,0.77582846,1410,0.421052632,11,0.297297297,0.171717172,0,0,48.67857143,17,3.7143,"1","1"
10.2889888966456,1.48889415245503,0,0.244447076227516,20.5779777932912,0,0,0,9.31120059173554,1.69765756367766,143.690339001361,0.244447076227516,0.244447076227516,0.109824048661959,0.787787703087468,0.244447076227516,0.244447076227516,5.48834587864648,1.95557660982013,0.45129819213124,"1","1"
1,1,0,0,2,0,0,0,1,2,10,0,0,0,1,0,0,3,0,0,"0","0"
23.3858126604464,1,0,14.4359436875675,89.0738862694707,214.31635074853,4.97771954350173,0,2,1.19203508571155,1227.21969632455,1,3.48050460056402,0,0.338582054081339,0,0,42.9404787110092,8.48607471468858,2.71556015489418,"1","1"
54,4,0,16,222,817,2,0,32,0.849056604,3912,0.966666667,2,0.616541353,0.129380054,2,10,70.88888889,30,3.6296,"1","1"
1.84678843524307,1.42339421762154,0,2.54036530572921,7.08073061145842,2.11697108810768,0,0,1.84678843524307,1.84122716839192,37.1557154718321,0.211697108810768,0,0.19541271580904,0.872981734713539,0.211697108810768,0.635091326432303,8.12307003322057,0.211697108810768,0.169357687048614,"1","1"
7.65677348989993,1,0.942795581649989,10.6567734898999,20.0275248880498,9.4851602348499,4.94279558164999,0,3.82838674494997,0.793771625612458,106.34107186785,0.673425415194908,1.88559116329998,0,0.461259668032633,0,0,11.9324737486313,1.88559116329998,0.707096686237492,"1","1"
126.211933813989,1,0,53.5864179357886,273.800408862531,5399.57604277134,32.5843608230352,0,114.106995463371,0.946046634272426,2133.43000056595,0.970534977316856,12.2119338139892,0,0.0944828402172024,0,0,15.335541215772,15.0020571127534,1.79676087389737,"1","1"
11,1,0,16,11,55,15,0,11,2,11,0,0,0,0.484848485,0,0,0,1,1,"0","0"
50.841721336823,1,0.0113056187983602,39.6382201984525,205.428518987028,987.705686820438,4.03391685639508,0,37.9773887624033,0.907285680743567,2578.25127301388,0.994542115059352,8.89824943081476,0,0.0931189422135587,0,0,48.9479214940454,40.6608314360492,4.12444211974062,"1","1"
38.4760022927076,1,0,6.57224147813395,68.7763488991186,1027.98813351709,3.05665511311963,0,33.3881744495593,1.50365280389296,418.918607572559,0.289292431976646,1.25779318250716,0,0.726598568283876,0,0,14.3644969121411,0.943344886880368,0.327780903361365,"1","1"
4,3,0,0,28,0,0,0,4,0.25,404,1,0,0.928571429,0.3125,1,3,99,6,2.75,"0","0"
90.5773533703759,1,0,12.333842266351,168.57429977227,2359.42708867276,4.50076339952648,0,79.2029259200208,0.917194353615187,993.713738522492,0.94333842266351,4,0,0.161511715531666,0,0,12.8262765376354,5.91730283293873,1.29745978668383,"1","1"
5.63328196061775,2,0,18.9140377915464,76.601735459175,11.7768225581385,1.17192441690713,0,2.11750870989636,0.528816876720946,657.622252732981,1,1.08596220845357,0.841715852210432,0.626550969693015,1,1,147.917304642088,5.2578866253607,1.5691394042592,"1","1"
13,1,0,16,13,78,14,0,13,2,13,0,0,0,0.292307692,0,0,0,1,1,"0","0"
21.8951838091016,1.4577217027545,0.542278297245502,13.0349387302995,71.661773622036,0,4.25366978347301,0,19.9797404035926,0.723871595870643,944.218124754727,0.738210477023533,0.457721702754498,0.400506489910185,0.408707893356256,0.457721702754498,0.457721702754498,89.1836430611935,8.25366978347301,2.31341744586825,"1","1"
10,3,0,1,15,21,1,0,6,0.844444444,77,1,0,0.863636364,0.5,0,0,6.2,1,0.9,"0","0"
11,2,0,9,53,0,0,0,10,0.7,473,1,1,0.82,0.8,0,0,41.72727273,3,1.6364,"0","0"
61.307912979275,1,0,34.4090930228122,210,1306.39865719993,1,0,48.0953030767851,0.915790242191507,2445.80802923394,0.982991207800806,7.14956039004028,0,0.118521854943487,0,0,48.2370733009156,35.2829939979129,3.86755566986613,"1","1"
14,1,0,8,47,89,3,0,9,1,530,1,0,0,0.213675214,0,0,36.71428571,13,2.5,"0","0"
3.20993726281449,1,0,1.74468731274828,12.11918641394,6.97874925099313,0.697874925099313,0,2.86099980026484,1.85996588678891,104.027302301023,0.116312487516552,0.581562437582761,0,0.899195844113551,0,0,7.24540579435416,1.16312487516552,0.186099980026484,"1","1"
3,2,0,3,31,3,0,0,3,2,208,0,0,0.953488372,0.555555556,2,5,68.33333333,1,0.6667,"0","0"
2,1,0,1,17,1,0,0,2,2,160,0,0,0,0.6,0,0,79,1,0.5,"0","0"
15,1,1,0,27,73,0,0,15,0.857142857,145,1,2,0,0.255555556,0,0,8.4,9,1.8,"0","0"
4.34884405322373,1.91278898669407,0.0872110133059323,18.3023118935525,71.2033942681737,0.872110133059323,1.34884405322373,0,1.2616330399178,0.520467890917079,593.603740921244,0.975082567601959,1.08721101330593,0.798690363357309,0.645902140030703,0.912788986694068,0.912788986694068,145.690882420691,4.7383669600822,1.43459174002055,"1","1"
12.3887551096268,1,0.686517492169514,20.0909927270841,31.6584052662365,75.5178441365715,12.8370626957621,0,9.01572012528777,0.564091152360051,222.734597865958,0.803852144898277,1.68651749216951,0,0.373240100835355,0,0,14.3929080506693,1.68651749216951,0.814107172851334,"1","1"
6.03325659269467,1.65558113576844,0.344418864231557,11,34.1116227153689,8.68883772846311,1.72209432115778,0,3.34441886423156,0.826675924816026,283.695744385943,0.90159461012115,1.34441886423156,0.570070552585593,0.516372473688025,0,0,52.385757116403,1.34441886423156,0.651662829634734,"1","1"
15.7372218908276,1.33505419245921,0.335054192459211,10.6959212718066,43.8714489026461,161.826012380421,5.00516257737763,0,11.7217341586947,1.46735158170714,475.369109679246,0.335054192459211,0.670108384918422,0.207857693345972,0.719901786191029,0.335054192459211,2.01032515475526,20.7011800336809,3.0154877321329,0.724655207450781,"1","1"
10,1,0,5,15,27,5,0,9,0.777777778,101,0,1,0,0.240740741,0,0,8.8,1,0.8,"0","0"
8,1,0,4,35,12,2,0,6,0.666666667,204,1,2,0,0.285714286,0,0,23.75,3,1.625,"0","0"
2,1,0,2,11,1,0,0,2,2,265,0,0,0,0.75,0,0,131.5,3,1.5,"0","0"
39.6985468454659,1,0,29.0239101340994,129.843413685914,0,0.69104547938332,0,1.69104547938332,1.0938842437288,2850.06705615716,0.69104547938332,4.14627287629992,0,0.464136663694852,0,0,49.94259817749,15.203000546433,1.2244634849193,"1","1"
5,1,0,1,6,0,1,0,5,0.45,115,1,0,0,0.466666667,0,0,21,2,1,"0","0"
4.54853944014758,1.64518898911774,0,6.12929539661855,38.1305833905935,13.5489687714726,0,0,2.29037797823548,1.62852755156368,277.20446171239,0.322594494558871,0,0.266974754151058,0.809375980458613,0.322594494558871,0.967783483676612,23.4309846543198,1.61297247279435,0.430115239595342,"1","0"
4,3,0,2,6,6,1,0,4,1,21,1,1,0.833333333,0.4,1,2,4,1,0.75,"0","1"
16.9981363457628,1,0,10.5256291800179,75.8331793402322,98.0931984488852,4.78937559714541,0,11.2618827628903,1.04981377362939,584.200382173061,0.789375597145408,1.57875119429082,0,0.388233912212309,0,0,29.3668843579093,9.4725071657449,1.50360263744257,"1","1"
28.2909997017123,2.43636840535328,0,0.718184202676639,56.5819994034246,0,0,0,25.4182628910057,1.11171953898368,404.719495674828,0.718184202676639,0.718184202676639,0.322662467640228,0.376521406562239,0.718184202676639,0.718184202676639,10.3107468840254,5.74547362141311,1.32591167498161,"1","1"
21.5761067587882,1.62288592336699,0,17.2795970728621,84.4019440389238,173.862543266267,4.01691261306405,0,2.62288592336699,0.910488328582114,1042.97338615544,1,3.88557038316503,0.479143017830868,0.290707725917618,0,0,37.8714753462307,4.77114076633006,1.2556722653572,"1","1"
2,1,0,2,4,1,1,0,1,1.878787879,305,0,0,0,1,0,0,102,0,0,"0","0"
50.5747194075957,1,0,17.7432959210128,125.61559357401,875.785587164573,9.04725339915603,0,43.6219728067517,0.861720864863148,1609.5161246201,1,3.16219728067517,0,0.155685472436328,0,0,33.5038708498427,16.6960425218567,2.54983868970461,"1","1"
8.25514410436153,2.53189301304519,0,15.7232510913163,70.9341572001576,23.2757205218077,0.468106986954808,0,4.53189301304519,0.724365571226847,1227.14711140282,1,1.40432096086442,0.674240814673276,0.45164608967481,1,2.06378602609038,233.291492012109,3.12757205218077,0.943226447770558,"1","1"
3,1,0,5,25,0,0,0,2,1.1,172,1,1,0,0.75,0,0,54.66666667,7,2.3333,"0","1"
96.5633857152425,1,0,8.32235192554072,173.464553045109,2658.5729649961,1,0,85.1730604977347,1.12827156980275,969.493740878068,0.74850708572194,3.25437863357365,0,0.199406169712236,0,0,15.4003231486153,4.86405341606587,1.90439422119134,"1","1"
3,2,0,3,9,1,1,0,2,0.5,59,1,1,0.75,0.555555556,0,0,18.33333333,2,1,"0","0"
4,5,0,2,13,0,0,0,4,0,58,1,0,0.957746479,0.625,1,1,13.25,1,0.75,"0","0"
15.2605288899504,1,0,8.62264537531883,56.3889939058572,141.942008486018,2.98476186068729,0,1.33164020674303,1.62876863678022,789.017766259611,0.331640206743032,2.32148144720122,0,0.715336313152282,0,0,19.3558920149752,3.64804227417335,0.693426508279005,"1","1"
19.4808999672532,1.51622187602334,0,20.9351124959067,76,101.593406035099,9.22422810760327,0,17.9322343391832,0.660212235780725,826.254577731015,1,1,0.45169414152042,0.413579037398695,0.516221876023337,0.516221876023337,94.9638063860109,4.03244375204667,1.44625225042619,"1","1"
31,1,1,20,72,249,5,0,30,0.856862745,826,1,5,0,0.14,0,0,25.09677419,12,1.6774,"0","0"
2,1,0,4,14,1,2,0,2,2,87,0,0,0,0.6,0,0,42.5,4,2,"0","0"
34.0735575924627,1,0,27.4416717621498,126.18988786079,465.544057026971,2.90797145757824,0,26.5337003045715,0.774678055936424,1497.05732913734,1,6.81594291515648,0,0.242929839801139,0,0,37.5230116137685,24.6195718636736,3.24331083374643,"1","1"
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,"0","0"
108.605239505414,1.08241017977707,0,10.7416916179936,198.957035909873,2997.76594266831,1,0,95.5117514829617,0.893230372945384,1117.14670651592,0.926592814382166,3.75276946066879,0.072108907304937,0.174718744855737,0.0824101797770709,0.0824101797770709,20.9703935555873,3.16482035955414,1.08011089826599,"1","1"
4,4,4,0,8,6,0,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,"0","0"
47.4678059220314,1,0,21.0886990129948,108.014291532338,625.707964673638,13.2217475324869,0,43.6452039480209,0.828261701583619,1411.08279937506,1,2.43347574025393,0,0.140406505763016,0,0,28.1063896520921,10.6452039480209,1.76848437601924,"1","1"
2,1,0,1,7,1,1,0,2,1,26,1,0,0,0.6,0,0,11.5,1,0.5,"0","0"
3.87366413138807,1.93683206569403,0,18.1156489197165,71.4519087299705,0.0631679343059659,1.1895038029179,0,1,0.580061684149111,604.562788854353,0.936832065694034,0.936832065694034,0.81972805748228,0.687722645080933,0.936832065694034,0.936832065694034,149.561737295706,4.68416032847017,1.40524809854105,"1","1"
10,3,0,1,15,21,1,0,6,0.844444444,77,1,0,0.863636364,0.5,0,0,6.2,1,0.9,"0","0"
6,1,0,1,11,1,1,0,5,1.070588235,308,0.235294118,0,0,0.444444444,0,0,47.5,28,7,"0","0"
31.4406590929721,1,0,19.5409103906713,116.839151306776,278.005585738923,7.20580844185315,0,2,0.768958388244691,1669.15973517857,0.960129076525497,5.92348506511189,0,0.199753002454209,0,0,50.0908470462595,7.77045519533567,1.6595763494215,"1","1"
60,1,0,19,143,1080,8,0,52,0.825084746,1833,1,4,0,0.13700565,0,0,29.13333333,19,2.1833,"1","1"
3,4,0,109,6,3,109,0,3,2,16,0,0,1,0.777777778,0,0,4.333333333,0,0,"0","0"
47.4952647914179,2.04857943742536,0,22.5047352085821,185.57348283194,563.965800386155,6.55331464600749,0,12.4857943742536,0.869587858149758,2903.11556914891,0.988349117478449,5.25236760429107,0.215497528359403,0.137360710375042,0.699052958283573,3.49526479141787,58.8091356773506,17.6410031036939,2.62871639345547,"1","1"
3.28098797681741,1.28098797681741,0,6.05778358271345,31.4212545626797,2.15703606954776,1,0,2.43802404636517,1.57851803477388,279.055964362342,0.280987976817414,0.280987976817414,0.245864479715237,0.546831329563232,0.280987976817414,0.280987976817414,76.8921353687765,10.7520961854607,4.49590739699488,"1","1"
3.48889439180493,1,0,1.71111489436589,7.75556828104891,13.3778073559515,0.155555899487808,0,1.31111179897562,1.80677040610499,100.000201200368,0.155555899487808,0.466667698463425,0,0.893055319102132,0,0,7.73987976159583,2.17778259282932,0.567327921021986,"1","1"
8,2,0,9,38,0,0,0,7,0.857142857,278,1,1,0.872340426,0.785714286,0,0,33.25,3,2,"0","0"
38.2243490112014,1.34528786456212,0.345287864562124,31.0225155213848,154.861532451119,668.214225749485,3.65471213543788,0,27.2960761985742,0.900891944598124,1798.45676004887,1,6.92827281262726,0.276230291649699,0.299278961050897,0.690575729124248,2.41701505193487,38.7687274275635,28.9149247403257,3.20201876126057,"1","1"
7.89625408127904,1,1.47406352031976,7.21109528047964,15.0554764023982,44.4848738494329,6.21109528047964,0,3.21109528047964,1.37624032402067,192.502891064622,0.073703176015988,1.47406352031976,0,0.744206624436778,0,0,18.1874400572164,5.5277382011991,1.26931609734735,"1","1"
44,1,0,26,166,428,9,0,2,0.880620155,2361,1,7,0,0.141649049,0,0,52.31818182,11,2.0909,"1","1"
64.2268402767368,2.88677753414959,0,26.9809978073463,164.71733918041,1556.6361652934,13.2640539719723,0,36.0760087706149,0.858938970708955,1475.09184820298,0.995471101365983,11.5471101365983,0.324945019350923,0.140053856687089,0.943388767074794,0.943388767074794,22.3250422127685,7.71694383537397,1.79116766442726,"1","1"
10,1,0,26,128,23,1,0,3,0.888888889,1066,0.833333333,2,0,0.296296296,0,0,105,22,4.1,"1","1"
3.26056883321144,1.26056883321144,0,3.86625716532581,16.0845506656915,2.73943116678856,1,0,3.26056883321144,1.63086081953027,545.008517476264,0.260568833211437,0.781706499634311,0.130284416605718,0.5,0.260568833211437,0.260568833211437,143.495018953923,9.87317400146276,4.32041900944647,"1","1"
47,1,0,8,133,583,1,0,36,0.883022774,1448,0.238095238,2,0,0.154589372,0,0,29.36170213,10,1.9149,"1","0"
4,1,0,8,6,0,7,0,3,0.333333333,24,1,1,0,0.333333333,0,0,4.75,2,1,"0","0"
52.8805459944997,1,0,35.6120593461674,193.627228483558,1015.9249139505,4.83579821977764,0,40.9252937692218,0.890059632945543,2434.9893886873,1,7.95525222527795,0,0.101403910537484,0,0,44.9729551892747,36.403109791223,3.72901256963862,"1","1"
3,2,0,5,8,3,0,0,2,1,27,1,0,0.976190476,1,0,0,7.666666667,1,0.3333,"0","0"
28,1,0,34,181,20,4,0,8,0.773420479,2634,1,6,0,0.148148148,0,0,92.46428571,19,5.0714,"1","1"
6.36855162982829,1.76693594711833,0,9.20323136541992,27.3088862549048,15.3387189423665,0.766935947118327,0,2.53387189423665,1.17828291413048,193.259780260269,0.766935947118327,1.53387189423665,0.589950728375574,0.52523012801089,0,0,23.0362016184663,0.766935947118327,0.575201960338745,"1","1"
9.4641072251834,1.7320536125917,0.267946387408301,10.2679463874083,27.5884825133253,28.3013403147925,2.8038391622249,0,7.66026806295849,0.847572892846167,148.995002305135,0.630622444198678,0.535892774816602,0.675741796182179,0.352751590239265,1.4641072251834,1.4641072251834,14.0224755812378,1.2679463874083,0.859808041888755,"1","1"
61.5705484976061,1.36450167233124,0,35.6259799320251,215.74804013595,1608.08229446551,5.45800668932498,0,51.1220602039248,0.915951550078099,2560.10134447319,1,7.17749163834378,0.171092621669308,0.0980139480839537,0.364501672331244,0.729003344662488,42.1240352610593,27.8779397960752,3.11221194690284,"1","1"
4,1,0,2,16,4,0,0,2,0.666666667,863,1,0,0,0.875,0,0,213.75,10,4,"0","0"
4.68046609126031,1,0,6.07218643650413,7.59182456228882,0.946390678174794,4.96496779285371,0,3.62685676943511,1.70983159932671,146.494136177935,0.0536093218252063,0.107218643650413,0,0.955200601673529,0,0,17.4051627593027,0.589702540077269,0.110311901519727,"1","1"
19,1,0,2,34,0,2,0,19,0,115,1,1,0,0.263157895,0,0,5,1,0.8947,"0","0"
